Gene name	Adrenal gland	Appendix	Brain	Colon	Duodenum	Endometrium	Esophagus	Fallopian tube	Fat	Gallbladder	Heart	Kidney	Liver	Lung	Lymph node	Ovary	Pancreas	Placenta	Prostate	Rectum	Salivary gland	Small intestine	Smooth muscle	Spleen	Stomach	Testis	Thyroid	Tonsil	Urinary bladder
ABL1	1775009.555	2331412.633	11169016.53	3857475.001	3104273.418	5087659.62	4101894.54	1302762.175	1777355.11	3845862.019	1016843.59	1265732.071	994223.33	2654147.147	2547394.341	3391571.05	2213354.878	2430820.674	4290042.373	4806872.883	4013664.712	3499704.615	8208106.46	3455915.592	2781758.439	3076792.03	1597572.358	767784.1107	2521584.56
ABL2	305514.6648	986708.3579	6216413.898	1241860.943	0	259701.9219	83063.44406	1271306.103	608718.26	0	349604.34	576715.737	61541.73	3691829.235	2653029.904	0	1944073.398	446012.9721	0	62690.45113	1119373.529	706848.0438	874497.3043	401691.6775	283497.2108	1049242.522	1288449.413	293407.2261	665011.6672
ABLIM1	101017989.3	17005655.11	163760710.1	36208401.6	24756304.61	26046827.28	23132197.76	39326479.98	32451428.86	30316521	1095067125.00	67799186.57	17625744.68	26598825.24	33094854.04	21535251.75	25273339.97	36684078.55	17284859.32	19035113.31	88382258.07	41063123.42	88375723.5	5740935.282	72968733.37	59016304.6	52625839.51	31060016.76	12480712.82
ABLIM2	25507796.67	452557.4901	84647476.55	3356587.67	3976749.248	367911.9382	2942573.465	2440675.708	10422431.81	1773197.251	35348551.51	5217922.736	983856.04	2656148.662	96539.28269	2821038.513	7180788.018	148349.1756	1765429.744	6800179.333	511843.9583	1253729.491	2976904.844	54722178	2948815.985	940558.0975	1781228.857	527479.8925	1863989.318
ABLIM3	2032544.2	2596679.894	92101217.43	238008.686	441787.4542	1961815.945	12000326.73	203305.6917	14622268.40	1655229.744	17649904.17	789061.495	13291239.01	179874.7877	467141.6287	0	1793476.381	21264214.77	858788.6767	671348.3485	34748.02503	1448133.018	1190005.788	7947238.696	1103043.333	412905.152	1056900.716	343993.6458	671194.7929
ABO	344069.5001	0	3276785.517	682256.2769	2347896.468	468775.9942	0	509746.0862	3040397.58	3504135.149	0.00	0	6248070.87	0	0	0	0	0	0	13424593.65	2224685.116	106555.3982	212691.4559	0	5892069.565	0	1941916.584	0	1262094.866
ABR	13000324.73	14520205.74	146647725.6	23076922.71	26483598.65	16820555.29	19897962.68	9181407.858	10813084.57	48323048.88	50988408.94	4602309.874	32183777.95	18863935.36	34125060.2	19478058.67	3809522.777	8924121.223	27726741.23	25139003.53	23845189.46	41272658.77	48839542.16	17325922.54	37585166.52	18229107.92	28079604.22	13319193.09	21701080.88
ABRA	0	0	0	0	0	0	0	0	14312863.24	0	1538456.50	0	0.00	0	0	0	0	0	0	0	0	0	432866.8592	0	160835.069	0	0	0	0
ABRACL	236875602.9	620949959.3	456568715.3	145079858.1	875502851.5	96503053.69	304457142.5	182554605.8	99710988.41	438799474.2	137675101.70	505778849	613092046.70	516880939.3	1063204302	17901715.22	149848585	512776348.1	838984370.5	64509528.24	1443442256	1564956229	696802026.9	2686827229	367823261.5	1222975714	541458501.1	1535118831	1309154246
ABT1	348380.1658	0	126195.2719	0	415710.9268	0	0	532514.5327	146488.40	0	0.00	0	2650990.70	983710.1958	6814116.427	0	2788722.211	1177559.206	1190467.165	0	227449.23	1432095.729	44723.37114	99362.78703	0	88536.96627	490412.6233	5389243.771	0
ABTB1	70744.15383	0	0	25088.73346	118977.7033	0	0	0	0.00	0	0.00	0	179302.32	755606.4845	0	0	67130.56118	56277.5052	109972.86	0	520023.5002	216500.5094	0	305341.2884	243281.027	0	0	133072.0934	89340.76309
ABTB2	38617.13401	1914858.5	1922116.698	217703.9314	206010.8723	844690.1599	0	239882.7558	0.00	0	3226128.06	0	378398.76	97411.67266	92146.7941	545419.6996	204576.7665	7343062.709	681233.9334	276986.9493	153854.8215	1242701.315	332841.7706	0	0	377636.0629	378141.6677	358449.0486	153001.184
AC004381.6	0	0	0	0	0	0	0	80323.00898	0.00	0	0.00	0	72123.03	0	0	0	0	0	0	0	593360.2853	0	728133.7856	0	539998.2189	13110564.56	89305.93099	73843.14043	0
AC013461.1	13648833.74	16916386.58	10195434.12	13836362.3	37886009.55	75523668.76	119171995.9	51583887.16	19430567.75	24899432.75	235856044.70	4665717.869	19588850.73	11624800.09	17943933.31	4968725.379	6012538.481	12983477.6	59650898.1	57968947.83	13320416.18	17955437.82	142404394.3	2540227.725	35015335.68	34171207.11	5330028.957	3530788.29	16166753.73
AC068533.7	26513.10621	0	8855971.583	0	1208286.007	1620768.628	0	0	0.00	0	0.00	0	3621295.21	2092687.634	0	0	20935284.77	0	6772438.592	1496934.333	0	0	0	0	1622367.949	0	563677.8837	844929.5242	0
AC073610.5	0	0	0	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	12798870.91	0	0	14894733.57	0	0	7482907.686	0	0	0	0	0	0	0
AC136616.2	4957165.095	0	523898.7673	0	0	0	0	1766907.769	0.00	0	0.00	0	920911.77	3169226.723	4373187.791	0	0	0	5623867.207	0	13845109.1	0	0	0	9554171.207	0	5650892.329	0	1969038.713
AC233755.1	760586319.2	540656797.2	78861485.01	332537783	373301097	349081299.5	923157180.3	366915423.6	4443579389.00	1816108755	141403954.70	363917987.1	49488269.87	1063563749	156118570.4	978565472.1	9779778.665	373877177.4	282511509.9	138859942.6	96248089.84	111930182.9	624269781.1	90324434.63	1076380875	26895163.87	509172326.9	84620279.8	1054872852
AC233755.2	262629067.4	378891546	56609620.89	99291657.42	271883270.4	88909405.48	389622652.2	336057182.7	897096133.40	297374113.5	192840191.50	248750470.8	104183882.60	1483536846	127789976.4	288096226.9	38053562.44	326360235.7	212076011	55155870.02	120685813	114774291.5	357872278.4	22412240.58	545912909	44083785.84	229150653.3	62639828.82	259400279.3
ACAA1	194462269.6	32994425.22	271968636.1	138527321.7	753917495.5	38619215.9	99664985.56	42954773.13	114267849.90	199877611.4	426179869.80	2334989753	4994887385.00	130126093	85368685.08	57924134.85	100621770.1	85572520.42	311478736.7	195812552.6	126439401.6	952950499.5	25813801.68	66723455.48	111984179.5	536954036.4	401747419.9	73171301.25	81259187.67
ACAA2	1309075827	506356334.5	254401651	1222799228	1030407672	275526432.8	746119615.7	490997097.3	2131585059.00	732007206.7	4509231734.00	8500459841	8376875123.00	327406470.7	422983047.4	574962273.4	456204491.8	288419828.9	254491925.7	880675611	445162443.6	2336710313	279697989.4	497712556.6	701771480.2	478225521.1	2389611464	249404381	424354268.5
ACACA	29092471.93	8167585.409	42983099.7	12582155.11	11760923.74	14950193.38	10856691.52	4396599.743	184429495.30	8390568.529	12992493.66	3017368.264	92528083.92	17977057.09	3657190.36	20640855.23	13440926.58	4588533.934	25920876.35	18677300.98	15798752.97	5282438.3	3827476.784	3860619.667	9592922.625	30630317.14	5853227.347	5829796.511	15632416.37
ACACB	11915122.17	4003984.698	1170208.131	5121046.671	3379615.691	7933668.785	1073247.855	1430481.712	193569096.50	2998131.564	1811113.65	1780718.639	172976346.90	588859.5658	1439154.838	7916909.289	11245009.41	1068123.151	1465960.775	11809398.37	5120801.131	3433825.774	25645622.26	3013848.513	1881390.581	941220.3587	829111.4523	300664.8869	9305380.079
ACAD10	2856192.845	3123719.359	2001273.861	4293341.832	14196414.64	1456384.245	1966625.772	6645206.433	1725489.50	2214703.15	11029971.52	67477213.43	24931856.98	3574084.929	582469.099	3492930.583	14261116.3	2148569.926	3109336.641	7363562.732	7706588.332	13590195.51	8115041.831	5488820.747	5216608.258	3205785.798	28727825.67	2160371.172	668836.281
ACAD11	7904193.414	4514658.912	3443716.738	528746.7022	17419246.39	7427993.63	2077541.586	2750402.9	7784439.79	13172136.11	29916733.79	170852908.8	155020641.00	1474978.643	0	1726842.086	38418519.86	1903346.842	1009773.8	183820.3251	794639.2749	48000426.61	633867.071	460387.0925	3638183.303	57326802.65	1630920.167	292403.5868	1691698.777
ACAD8	47089752.51	84091926.28	77902644.24	16785998.14	58519258.88	25581724.27	19010954.66	58955012.72	50272590.76	17581977.89	241851455.40	328533484.4	52434061.93	24054761.42	21382381.27	27137595.84	24078702.39	91001729.97	126563731.4	49589745.34	154992658.1	27588433.54	15863641.68	24680807.94	62070870.68	59916244	795401439	34309486.43	26983759.51
ACAD9	95186331.83	65850096.09	70206574.31	48029495.59	42892261.36	73140994.92	36471635.88	100193884.5	36957437.83	47220914.51	165336854.30	132588572.5	102910186.60	85623438.5	40514040.18	23646773.53	166861927.7	38649611.43	21811812.35	40895031.4	145922168.7	63510685.62	58543468.66	56262324.37	74842151.17	30472110.29	408991513.1	43140763.82	25398484.77
ACADL	6910027.292	3358825.501	2340247.303	1448289.555	213474.3717	959356.9999	1376136.411	289833.4203	151623860.90	1454426.079	5213935.72	288125415.5	179472640.40	13287990.18	1742675.488	5793467.624	209476300.6	4436959.036	196906603.6	4348334.22	120320846.6	870703.5232	294743.4378	18360565.37	0	8834564.636	171023049.8	0	978269.7157
ACADM	541053860.9	92451147.94	87157358.42	216219934.1	598971842.1	69562220.93	180276019.6	203249724.5	432924511.10	178943579.9	3119685146.00	3787562329	2341971334.00	188984442.4	220724367.7	111957685.4	551911296.2	60453907.61	131155879.4	236179870.2	409470872.9	726524631.6	113767632.2	247978280.2	320079290.4	343102819.7	440728135.5	222306118.3	147923870.5
ACADS	39493334.6	71123731.57	50315908.38	460911197.5	588377267.5	41432697.5	60510827.21	101763508.1	429347572.70	144960016.5	1717587678.00	557577111.8	2475265092.00	31835134	158515605.3	135529858.3	436004522.9	80682824.37	108911215.2	476862060.9	325850621.8	841217662.9	26480764.86	166956362.1	203305880.7	98787298.22	538623312.9	121125789.1	24294612.52
ACADSB	238714418.4	50368798.17	115686039.2	102857840.6	498449509.3	79001885.66	88868011.81	106628832.6	110150538.40	77547217.77	1168678583.00	2117387976	3988963823.00	74552989.09	165167117.7	22976989.74	352264927	27938848.65	160547051.6	142063919.5	415932925.7	186074352	61248159.46	64349454.19	94764829.59	183365414.1	544893200.5	83459353.67	71536908.33
ACADVL	1015695435	256273456.5	155285740.4	274482233.5	691948693.5	158753186.3	345655050.1	368035580.3	810457577.10	433442272.9	3137062698.00	1303027853	900248345.40	207355561.3	253919668.9	121015173.2	503440629.8	586132306.6	259315248.6	328313403.7	936063769	726945733.8	284041005.4	221434420	487536939.6	182533540.4	2201503545	272074070.1	235618386.7
ACAN	2834086.867	649137.4682	28534594.31	8864512.433	4381298.034	7727442.066	3279540.964	1169967.436	0.00	7513426.086	1806361.19	6879186.393	141535.76	4347843.085	2530480.198	1639510.713	8583057.82	6453717.295	963602.9407	6746709.913	616900.6205	820322.1714	9922822.264	5938015.623	1951662.29	1116351.658	698343.0793	154597.9107	5096990.861
ACAP1	2977273.316	24574559.18	443432.1744	5768465.729	8615974.723	2008389.756	4042097.141	3299516.775	5163693.72	25115620.64	1329165.49	395053.7666	404117.05	17052219.05	120557364.7	18624205.97	221482.088	314167.2305	2377336.137	3096758.906	424649.183	15854454.19	3635918.754	61473772.79	3286268.518	1780526.075	560143.2658	97652611.79	18344843.62
ACAP2	17515973.15	12440346.01	9248378.223	158558225.2	19243342.05	22022003.2	9460888.059	23005034.85	17316213.96	14089059.73	5692532.78	9869693.429	11785389.80	19823972.47	37325257.42	17248959.83	928596.7356	10456907.48	13760768.7	23843452.06	11204469.6	20699306.07	29840785.76	25802346.87	25572227.15	18092976.45	49558340.71	61164329.17	12105180.08
ACAP3	81836.33073	856832.3488	2618057.687	1131830.959	1737415.639	1297504.039	601660.5659	457327.78	0.00	1849564.076	284958.70	642241.6371	136440.97	1639724.046	139318.5727	0	94649.73955	68734.02008	1054484.008	730702.1962	44060.03631	1970735.066	2377995.175	4211100.58	1247332.104	551214.7279	2243420.741	0	1975385.355
ACAT1	3613985773	587964266.9	956349110.3	1668747296	852566228.1	592249518.5	737840980.4	787044141.1	1495786187.00	435350902.3	9195826726.00	9553669786	6074070679.00	563086262	660647717.1	493329008.6	4229154369	251521080.8	743008833.6	1328107782	4100580395	1673276135	753759131.4	593122614.1	791494917.3	858726894	3461720479	337203501.3	347447325.1
ACAT2	202540999.8	31832478.85	686563780	155039468.8	357882207.2	138482993.5	118336743.3	109422101.2	107497216.70	111093840.3	62178014.37	160172987.7	1770215163.00	285919892.5	211727704.3	238738188.8	20993924.87	147985713.9	328657431.6	190821608.1	139814348	262122332.5	100930529.8	161788941	227483798.5	430719978.7	68025782.58	184295150	109456014.9
ACBD3	47950880.83	65825838.33	46125731.99	72230890.46	65487714.19	47779437.76	41736354.94	68940057.7	44199460.47	64064005.87	48058944.04	54997073.51	81383244.68	210683627.6	66933307.73	31353341.52	219923496.1	67393754.97	60759568.74	50828756.04	212142108.3	112353897.1	24398443.77	57821819.61	208590164.9	83960005.42	127296204.2	92791701.76	76251160.65
ACBD4	13698672.67	6307015.76	377521.3757	991646762.1	3284948.753	113618.9293	1164178.121	1258560.861	582759.90	0	1310338.44	1151726.819	42266710.25	373323.9894	0	15619098.54	1202893.486	272937.0408	0	1556546.453	16014.51254	11410679.66	378811.8201	1102769.364	1599061.475	0	171972.2758	0	813700.4604
ACBD5	28698382.63	4651618.185	59182017.48	20478519.96	26499364.38	2798345.103	5571270.304	12707795.03	1499248.15	9507298.029	79888603.79	39250065.85	109398630.60	18294124.7	3121437.499	5005360.768	3497187.124	8547029.681	12702508.37	3194693.104	1315317.568	61696840.87	6228990.166	10273898.99	12920909.18	36387574.65	49098090.99	7968297.333	4989014.805
ACBD6	3374075.622	945955.333	25402944.34	1163423.272	2817589.275	9069720.473	2763579.387	7871776.99	0.00	541845.7771	3223081.61	10417249.24	6238666.26	22154702.37	2917741.418	1694731.386	3788612.955	16937316.49	5086632.205	2499311.438	12234963.06	3868510.04	6181430.263	6046693.671	2697766.133	10226049.04	9964000.471	7551262.71	4150260.352
ACBD7	0	1431644.062	604956715.7	0	0	0	1302245.617	1273252.233	0.00	0	0.00	5284171.823	0.00	0	0	0	0	1389502.825	0	0	11817398.52	0	0	1410497.399	0	8036907.793	23365947.68	0	0
ACCS	0	0	0	0	0	207613.3482	23360797.41	128559.0441	0.00	0	0.00	356866.9147	96104.80	0	176145.745	0	322744.2696	63923.83129	0	89285.55399	565000.2463	151678.0512	272640.5883	208260.9721	0	0	597750.1016	0	0
ACD	837374.4484	8716732.42	1508759.177	469799.8823	1454641.398	1768121.816	299958.4034	482347.6315	3981132.36	1213658.63	309196.25	0	4839674.21	930732.1599	5517019.63	3333958.292	0	198688.6249	0	3871772.313	21542.68062	1279790.813	1145140.881	1127656.406	529392.5679	3858554.605	244038.5139	8653236.258	1587214.76
ACE	6225746.79	2423786.157	2048033.188	5171960.017	53310259.71	23932587.96	9597840.824	6331154.509	32774974.94	6866492.775	6147733.12	19679723.94	9139508.70	10999361.11	3905091.499	4476036.962	7082797.336	15731645.79	29047028.31	9472324.038	1574508.144	92265203.68	17827887.02	1743019.786	15394695.82	10269463.94	8665434.307	17993605.96	4821230.657
ACE2	2722853.605	78143.92527	27626.86356	234073.7983	45626039.98	3166172.362	474541.3285	507558.2801	7302830.59	5271919.55	216925413.60	199315479.5	194179.39	6104966.349	5204056.115	195761.747	5022755.438	1871259.987	554442.1978	17001320.87	2840834.334	54334662.69	1275256.866	8254549.629	1968905.743	99920500.75	7815252.535	35216.50678	0
ACHE	1551638.695	2838157.092	224981.2146	79855.88269	1179213.99	2516044.298	83732.28314	35617.99103	267095.10	100202.9267	822358.31	0	0.00	86693.21385	5721442.085	100564.8739	376099.0385	727093.8273	186767.5398	6622250.416	2829670.655	1809839.781	0	0	629682.7192	0	450145.4567	163713.0533	1186267.739
ACIN1	72809053.15	51775747.84	52398324.67	115747198.4	72699920.39	76931468.05	85786574.61	274269152	41018540.31	45797269.93	46106170.53	48831905.06	44216501.73	182287331.3	120911025.9	65739360.25	116176826.3	85038686.01	57115063.39	48299778.15	38052044.71	94488251.81	55885310.17	332406525.2	68178390.7	81597940.41	63705555.24	98326697.93	44659295.71
ACKR1	15779649.06	9092290.951	841329.9723	9823450.059	10754754.47	4191219.605	2120219.889	1372466.692	36374907.87	7512773.936	4445133.97	0	0.00	2940777.923	62228478.23	24769837.15	2339199.604	0	10331442.35	27043240.82	13765675.23	6799160.769	13217891.81	44004182.04	7897316.351	1027461.486	6511940.24	8853746.924	8553277.796
ACKR2	0	0	0	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	2657416.345	0	0	0	0	0	0	0	0	0	598393.7541	0
ACKR3	0	0	348046.5261	0	0	214641.7597	0	0	0.00	0	0.00	0	0.00	1606388.466	0	0	0	324883.6724	0	0	0	0	0	0	0	0	1262095.902	0	0
ACLY	194462269.6	118596154	161659708.3	77281070.91	104504757.6	59966957.34	145671559.5	91630913.43	269330681.50	132249603	45465197.77	136617756.8	161196585.10	189067263.8	139277065.6	86147494	196652638.1	460562799.4	205880708.2	117681585.1	167090222	77516469.25	51835059.93	232024157.3	101352570.5	105991228.6	100695394.2	151085173	124011719.4
ACMSD	0	7949750.788	1144357.446	51268.28141	0	43895.81701	0	0	215370.01	1101090.93	3268412.76	155973170.1	88218652.28	0	83100.3222	0	1980569.14	590341.3524	179496.3419	0	0	0	236325.9942	1952149.719	397118.5913	213387.9226	1151685.929	0	513329.6978
ACO1	677116155.7	118266248.6	263985336.3	254972151.8	818178635.4	419545358.8	364979117	97525269.92	1070437120.00	365139073.5	698611575.40	1484341144	1845452084.00	275242844.4	236559325.4	213819961.3	448095184.2	257711401.9	391419162.6	371570582.8	203576131.3	691872941.5	275994792.6	179295607.4	365857878.6	821351078.4	1465679902	144853621.1	280388540.8
ACO2	1206986401	554241138.8	2806024269	1229101626	1394353223	530211085.1	1129223316	851005668.1	1228052352.00	648107182.1	13978324405.00	4362237646	1025769523.00	636440412.5	966171085	619144569.3	1455585992	371713444.3	748423934.4	1271748501	2173053099	2193155964	541228987.5	657143021.8	751870202.5	1222902130	1821514758	610976695.4	725484909.8
ACOT1	24742618.34	1546092.14	4621865.929	3122360.882	10463088.35	22165958.62	4758790.067	2373515.151	22750605.26	3732387.829	49381102.70	101863459.9	63277509.17	6361298.326	13119355.84	7873689.585	19774056.62	3832476.751	12778212.91	22039033.67	11456725.81	15070292.83	8349060.597	1726567.458	3852335.872	8354793.177	64890838.77	6022884.741	2156943.656
ACOT11	2250388.565	2993455.226	3776945.584	31272565.43	62451233.44	4864740.424	25893627.31	2998439.049	6569941.48	11016778.65	73224436.71	43294359.54	18594.48	2074604.98	699664.3888	10632209.54	2514656.935	2864759.902	2131376.558	22730087.52	27122373.37	90123415.8	2838083.438	0	31648226.89	6642627.177	9487264.196	3748593.011	18059383.31
ACOT12	0	753203.2283	620796.5962	41981.82418	3128048.148	508702.4523	1857541.302	112131.4192	321771.15	922727.7641	131838.11	170633.3699	162625790.40	35899.59015	0	0	84349.14427	0	1849078.802	2177657.281	0	1501689.324	1161659.853	711852.8026	29135.87424	778966.3605	894807.8842	0	0
ACOT13	712365142.5	156088937	1090121695	586133030.2	343629981.8	304433950.6	418207560.6	248277825.5	494358426.90	290650441.6	3722089877.00	3242072770	3148176416.00	270777395	249696321.7	222326053.3	230679323.7	417992344.6	480625823.5	649772111.5	476431479.7	323752423.9	340616544.9	217819542.5	426766206.7	735617684.6	1764311401	238326898.9	154184597.1
ACOT2	255484817.2	101368297.9	280501051.7	192124101.9	252910783.7	164892461.4	348950866.2	128864319.4	549992592.70	135758172.8	3089159732.00	1243132480	726776812.10	69638924.27	87310179.56	96453731.28	88978625.3	111900779.3	69922489.34	366237601.5	295923374	128147406.1	399033988.6	104004197.1	115877862.6	361005947.9	787832610.6	60191398.18	73371614.4
ACOT4	772754.6553	0	0	0	0	0	3002768.982	0	485313.88	0	0.00	3236003.166	35650896.71	0	0	348068.6352	878984.1306	0	0	0	0	905471.2993	10400747.91	3919940.734	17846603.68	1136734.587	2184968.402	0	0
